File_DB,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group...7,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,IPSyn_Utts,IPSyn_Total,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-3S,irr-3S,u-aux,c-cop,c-aux,Total_non_zero_mors,#_participants
Max,eng,Pookins,.,8;0-8;11,.,TD,.,.,.,.,.,.,Narrative retell-- Pookins,.,85,76,10.64,12,.,.,.,225,718,.,.,2.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59
SD,eng,Pookins,.,8;0-8;11,.,TD,.,.,.,.,.,.,Narrative retell-- Pookins,.,12.69,11.8,1,1.11,.,.,.,28.57,107.58,.,.,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59
Mean,eng,Fable_dog,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- dog,.,20.63,20.1,10.91,11.74,.,.,.,99,217.47,.,.,2.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Min,eng,Fable_dog,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- dog,.,10,10,5.2,5.4,.,.,.,41,52,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Max,eng,Fable_dog,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- dog,.,54,51,17.47,19.4,.,.,.,189,550,.,.,2.93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
SD,eng,Fable_dog,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- dog,.,10.33,9.73,2.42,2.62,.,.,.,32.99,104.15,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Mean,eng,Fable_fox,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- fox,.,21.17,20.7,11.47,12.4,.,.,.,107.77,233.23,.,.,2.37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Min,eng,Fable_fox,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- fox,.,10,10,8.32,9.14,.,.,.,59,92,.,.,1.61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Max,eng,Fable_fox,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- fox,.,47,44,18.94,20.47,.,.,.,169,466,.,.,3.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
SD,eng,Fable_fox,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- fox,.,9.51,9.03,2.38,2.55,.,.,.,33.61,99.55,.,.,0.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Mean,eng,Fable_oak,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- oak,.,22.17,21.23,10.33,11.19,.,.,.,101.43,214.97,.,.,2.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Min,eng,Fable_oak,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- oak,.,12,11,6.59,7.14,.,.,.,58,99,.,.,1.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Max,eng,Fable_oak,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- oak,.,47,43,17.4,18.07,.,.,.,178,461,.,.,3.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
SD,eng,Fable_oak,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- oak,.,10.01,9.28,2.3,2.35,.,.,.,30.48,94.86,.,.,0.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Mean,eng,Fable_stag,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- stag,.,28.8,27.4,10.42,11.53,.,.,.,126.7,283.67,.,.,1.99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Min,eng,Fable_stag,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- stag,.,14,14,6.73,7.47,.,.,.,61,110,.,.,1.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Max,eng,Fable_stag,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- stag,.,52,47,17.44,19.44,.,.,.,202,569,.,.,2.94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
SD,eng,Fable_stag,.,13;5-14;9,.,TD,.,.,.,.,.,.,Narrative retell-- stag,.,10.15,9.54,2.36,2.56,.,.,.,34.98,110.56,.,.,0.44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
Mean,eng,DeSoto,.,9;3-10;0,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,55.63,53.67,9.71,10.54,.,.,.,178.98,516.04,.,.,1.93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46
Min,eng,DeSoto,.,9;3-10;0,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,16,16,7.28,8.14,.,.,.,84,194,.,.,1.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46
Max,eng,DeSoto,.,9;3-10;0,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,99,93,12.67,13.76,.,.,.,266,912,.,.,2.54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46
SD,eng,DeSoto,.,9;3-10;0,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,16.95,16.04,1.36,1.48,.,.,.,40.08,153.35,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46
Mean,eng,DeSoto,.,10;0-11;0,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,51,49.97,10.03,11,.,.,.,174.18,501.56,.,.,1.96,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39
Min,eng,DeSoto,.,10;0-11;0,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,29,27,7.28,8.14,.,.,.,84,211,.,.,1.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39
Max,eng,DeSoto,.,10;0-11;0,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,83,82,13.45,15.02,.,.,.,249,856,.,.,2.63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39
SD,eng,DeSoto,.,10;0-11;0,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,13.07,12.87,1.58,1.73,.,.,.,37.58,146.21,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39
Mean,eng,DeSoto,.,11;0-12;0,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,55.58,54.39,10.3,11.27,.,.,.,187.09,548.3,.,.,2.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88
Min,eng,DeSoto,.,11;0-12;0,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,22,20,7.35,8.12,.,.,.,102,235,.,.,1.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88
Max,eng,DeSoto,.,11;0-12;0,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,107,95,14.9,16.17,.,.,.,266,841,.,.,2.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88
SD,eng,DeSoto,.,11;0-12;0,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,15.58,15.15,1.47,1.6,.,.,.,34.66,126.1,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88
Mean,eng,DeSoto,.,12;0-12;8,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,53.42,52.3,10.54,11.52,.,.,.,182.88,546.21,.,.,2.08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43
Min,eng,DeSoto,.,12;0-12;8,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,23,23,7.82,8.57,.,.,.,104,256,.,.,1.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43
Max,eng,DeSoto,.,12;0-12;8,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,95,94,13.6,14.76,.,.,.,280,930,.,.,2.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43
SD,eng,DeSoto,.,12;0-12;8,.,TD,.,.,.,.,.,.,Narrative retell-- Dr. DeSoto,.,16.07,16.2,1.4,1.48,.,.,.,41.46,166.46,.,.,0.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43
Mean,eng,Porcupine,.,9;0-9;11,.,TD,.,.,.,.,.,.,Narrative retell-- Porcupine,.,48.28,46.97,7.49,8.42,.,.,.,129.58,347.69,.,.,1.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Min,eng,Porcupine,.,9;0-9;11,.,TD,.,.,.,.,.,.,Narrative retell-- Porcupine,.,30,30,5.48,6.29,.,.,.,88,199,.,.,1.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Max,eng,Porcupine,.,9;0-9;11,.,TD,.,.,.,.,.,.,Narrative retell-- Porcupine,.,84,82,9.42,10.67,.,.,.,181,612,.,.,2.08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
SD,eng,Porcupine,.,9;0-9;11,.,TD,.,.,.,.,.,.,Narrative retell-- Porcupine,.,12.29,12.12,0.97,1.06,.,.,.,22.1,83.85,.,.,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Mean,eng,Porcupine,.,7;11-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- Porcupine,.,46.96,45.35,7.03,7.93,.,.,.,123.13,316,.,.,1.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Min,eng,Porcupine,.,7;11-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- Porcupine,.,34,31,5.26,5.9,.,.,.,91,177,.,.,1.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Max,eng,Porcupine,.,7;11-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- Porcupine,.,71,71,9.09,10.16,.,.,.,155,459,.,.,2.03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
SD,eng,Porcupine,.,7;11-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- Porcupine,.,10.64,10.56,1.04,1.13,.,.,.,18.18,71.79,.,.,0.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Mean,eng,Eng_FWAY,.,3;6-4;4,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,48.2,37.8,5.23,5.69,.,.,.,75,209.4,.,.,0.91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
Min,eng,Eng_FWAY,.,3;6-4;4,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,27,23,3.23,3.58,.,.,.,35,84,.,.,0.54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
Max,eng,Eng_FWAY,.,3;6-4;4,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,73,62,6.32,6.9,.,.,.,122,392,.,.,1.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
SD,eng,Eng_FWAY,.,3;6-4;4,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,19.69,16.39,1.33,1.43,.,.,.,35.09,126.46,.,.,0.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
Mean,eng,Eng_FWAY,.,4;7-5;0,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,41.84,35.47,6.25,6.8,.,.,.,80.79,224.58,.,.,1.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19
Min,eng,Eng_FWAY,.,4;7-5;0,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,28,23,4.84,5.11,.,.,.,57,136,.,.,0.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19
Max,eng,Eng_FWAY,.,4;7-5;0,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,89,70,8.58,9.23,.,.,.,126,502,.,.,1.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19
SD,eng,Eng_FWAY,.,4;7-5;0,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,17.41,12.91,1.03,1.15,.,.,.,18.81,102.89,.,.,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19
Mean,eng,Eng_FWAY,.,5;0-5;6,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,39.29,34.06,6.56,7.23,.,.,.,85.12,223.74,.,.,1.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
Min,eng,Eng_FWAY,.,5;0-5;6,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,26,20,4.84,5.11,.,.,.,57,125,.,.,0.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
Max,eng,Eng_FWAY,.,5;0-5;6,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,76,57,8.85,9.77,.,.,.,117,345,.,.,1.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
SD,eng,Eng_FWAY,.,5;0-5;6,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,10.75,8.32,0.94,1.09,.,.,.,15.49,62.42,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
Mean,eng,Eng_FWAY,.,5;6-6;0,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,38.47,35.36,6.84,7.58,.,.,.,90.19,241.72,.,.,1.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47
Min,eng,Eng_FWAY,.,5;6-6;0,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,22,22,4.93,5.17,.,.,.,55,132,.,.,0.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47
Max,eng,Eng_FWAY,.,5;6-6;0,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,60,56,8.85,9.77,.,.,.,136,368,.,.,1.66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47
SD,eng,Eng_FWAY,.,5;6-6;0,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,9.11,7.5,0.85,0.96,.,.,.,17.31,57.23,.,.,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47
Mean,eng,Eng_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,40.78,37.14,7.27,8.03,.,.,.,99.5,269.08,.,.,1.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Min,eng,Eng_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,24,24,5.69,6.46,.,.,.,67,175,.,.,1.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Max,eng,Eng_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,60,54,8.8,9.71,.,.,.,134,390,.,.,1.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
SD,eng,Eng_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,9.24,7.42,0.67,0.71,.,.,.,13.96,53.92,.,.,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Mean,eng,Eng_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,40.88,38.12,7.6,8.35,.,.,.,100.53,290.26,.,.,1.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43
Min,eng,Eng_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,18,12,5.69,6.46,.,.,.,47,95,.,.,1.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43
Max,eng,Eng_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,82,77,9.55,10.23,.,.,.,150,588,.,.,1.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43
SD,eng,Eng_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,12.63,12.12,0.87,0.99,.,.,.,20.68,99.38,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43
Mean,eng,Eng_FWAY,.,7;0-7;5,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,43.24,41.47,8.18,8.96,.,.,.,113.65,335.24,.,.,1.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17
Min,eng,Eng_FWAY,.,7;0-7;5,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,27,26,5.89,6.36,.,.,.,74,190,.,.,1.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17
Max,eng,Eng_FWAY,.,7;0-7;5,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,61,57,12.7,13.95,.,.,.,150,470,.,.,2.41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17
SD,eng,Eng_FWAY,.,7;0-7;5,.,TD,.,.,.,.,.,.,Narrative retell FWAY,.,8.61,8.47,1.79,1.97,.,.,.,20.43,78.75,.,.,0.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17
Mean,eng,Tilstra,.,6;3,.,TD,.,.,.,.,.,.,Picture narrative,.,.,9.31,6,.,.,.,.,.,57.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Tilstra,.,6;3,.,TD,.,.,.,.,.,.,Picture narrative,.,.,3.02,1.33,.,.,.,.,.,24.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Tilstra,.,7;4,.,TD,.,.,.,.,.,.,Picture narrative,.,.,9.89,6.33,.,.,.,.,.,59.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Tilstra,.,7;4,.,TD,.,.,.,.,.,.,Picture narrative,.,.,4.42,1.3,.,.,.,.,.,27.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Tilstra,.,9;1,.,TD,.,.,.,.,.,.,Picture narrative,.,.,14.31,7.45,.,.,.,.,.,104.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Tilstra,.,9;1,.,TD,.,.,.,.,.,.,Picture narrative,.,.,7.81,1.05,.,.,.,.,.,54.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,3;0-3;5,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,5.27,4.24,.,192.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,3;0-3;5,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,1.39,1.37,.,61.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,3;6-3;11,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,6.24,5.41,.,244.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,3;6-3;11,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,1.17,1.28,.,58.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,4;0-4;5,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,6.48,5.79,.,261.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,4;0-4;5,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,1.37,1.53,.,69.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,4;6-4;11,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,6.97,6.18,.,278.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,4;6-4;11,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,1.26,1.32,.,60.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,5;0-5;11,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,7.33,6.66,.,299.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,5;0-5;11,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,1.21,1.35,.,61.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,6;0-6;11,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,8.05,7.6,.,337.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,6;0-6;11,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,1.42,1.6,.,72.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,7;0-8;11,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,8.87,8.59,.,379.63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,7;0-8;11,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,1.19,1.4,.,59.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,9;0-10;11,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,9.7,9.61,.,421.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,9;0-10;11,.,TD,.,.,.,.,.,.,Narration,.,.,.,.,.,.,1.4,1.52,.,66.61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Heilmann,.,5;0-7;0,.,TD,.,.,.,.,.,.,Narrative retell,.,.,.,.,7,.,.,.,92.5,264.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Heilmann,.,5;0-7;0,.,TD,.,.,.,.,.,.,Narrative retell,.,.,.,.,0.9,.,.,.,19,77.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,2;6-2;11,.,TD,.,.,.,.,.,.,Conversation,.,265.6,219.1,2.91,3.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,2;6-2;11,.,TD,.,.,.,.,.,.,Conversation,.,64,66.6,0.58,0.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,2;6-2;11,.,SLI,.,.,.,.,.,.,Conversation,.,235.2,155.5,2.37,2.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,2;6-2;11,.,SLI,.,.,.,.,.,.,Conversation,.,63.3,54.8,0.32,0.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,3;0-3;5,.,TD,.,.,.,.,.,.,Conversation,.,271.5,219.1,2.43,3.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,3;0-3;5,.,TD,.,.,.,.,.,.,Conversation,.,74.5,56.9,0.61,0.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,3;0-3;5,.,SLI,.,.,.,.,.,.,Conversation,.,261.3,177.6,2.84,3.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,3;0-3;5,.,SLI,.,.,.,.,.,.,Conversation,.,78,66.2,0.38,0.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
